procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,quantity_orginal,quantity_kg
MDM011356,2025-04-22,SCH0143,SHARMA & SONS,Rice,15.7,KILOGRAM,628,Unknown,15.7 kg,15.7
MDM005190,2025-04-19,SCH0179,SINGH AGRO,Pulses,0.3720000000000001,BAGS,1674,DUE,0.3720000000000001,18.600000000000005
MDM010748,2025-07-22,SCH0022,SHARMA & SONS,Wheat,15700.0,GRAM,471,PENDING,15700,15.7
MDM005473,2025-05-24,SCH0270,S. AGRO WORKS,Mustard Oil,0.836,BAGS,5016,CLEARED,0.836,41.8
MDM000073,2025-07-15,SCH0316,SINGH AGRO,Rice,0.77,BAGS,1540,PENDING,0.77,38.5
MDM007844,2025-07-29,SCH0579,SINGH AGRO,Mustard Oil,57.8,KILOGRAM,6936,PAID,57.8,57.8
MDM005102,2025-10-18,SCH0056,S. AGRO WORKS,Wheat,48700.0,GRAM,1461,DUE,48700,48.7
MDM006765,2025-07-21,SCH0413,S. AGRO WORKS,Mustard Oil,50700.0,GRAM,6084,Unknown,50700,50.7
MDM009383,2025-10-18,SCH0252,GOYAL MILL,Pulses,14400.0,GRAM,1296,PENDING,14400,14.4
MDM001126,2026-03-07,SCH0247,KUMAR & CO.,Rice,31.0,KILOGRAM,1240,PAID,31.0 kg,31.0
MDM001242,2026-03-28,SCH0180,S. AGRO WORKS,Rice,41000.0,GRAM,1640,PENDING,41000,41.0
MDM010664,2025-11-26,SCH0202,KUMAR & CO.,Pulses,10.5,KILOGRAM,945,PAID,10.5,10.5
MDM002350,2025-09-28,SCH0145,SHARMA TRADERS PVT LTD,Pulses,46.5,KILOGRAM,4185,PENDING,46.5,46.5
MDM006603,2025-12-15,SCH0119,SINGH BROTHERS,Pulses,57.2,KILOGRAM,,PENDING,57.2,57.2
MDM006781,2025-12-12,SCH0550,SINGH BROTHERS,Rice,18700.0,GRAM,748,CLEARED,18700,18.7
MDM009770,2025-12-29,SCH0352,GOYAL RICE MILL,Mustard Oil,1.138,BAGS,6828,PAID,1.138,56.89999999999999
MDM004359,2025-09-11,SCH0118,KUMAR SUPPLIES,Wheat,0.818,BAGS,1227,PENDING,0.818,40.9
MDM001344,2026-03-07,SCH0277,SINGH BROTHERS,Mustard Oil,40300.0,GRAM,4836,PENDING,40300,40.3
MDM002151,2026-03-27,SCH0019,SHARMA & SONS,Wheat,40400.0,GRAM,1212,Unknown,40400,40.4
MDM010727,2025-07-26,SCH0554,SINGH BROTHERS,Wheat,35.6,KILOGRAM,1068,CLEARED,35.6 kg,35.6
MDM011839,2025-12-25,SCH0048,SINGH BROTHERS,Rice,0.996,BAGS,1992,Unknown,0.996,49.8
MDM008633,2026-03-10,SCH0567,SHARMA TRADERS,Wheat,0.454,BAGS,681,DUE,0.454,22.7
MDM006653,2026-01-04,SCH0396,GOYAL ENTERPRISES,Rice,10.4,KILOGRAM,416,DUE,10.4 kg,10.4
MDM001101,2026-03-31,SCH0079,S. AGRO WORKS,Pulses,,,3186,Unknown,,
MDM009161,2025-05-25,SCH0572,KUMAR & CO.,Pulses,25.2,KILOGRAM,2268,DUE,25.2,25.2
MDM008842,2025-06-11,SCH0407,S. AGRO WORKS,Mustard Oil,53.4,KILOGRAM,6408,Unknown,53.4,53.4
MDM009739,2025-09-26,SCH0020,GOYAL ENTERPRISES,Rice,43.8,KILOGRAM,1752,Unknown,43.8,43.8
MDM007328,2025-06-27,SCH0411,SHARMA & SONS,Rice,,,1144,PENDING,,
MDM007623,2025-05-15,SCH0381,KUMAR GENERAL STORE,Mustard Oil,57800.0,GRAM,6936,DUE,57800,57.8
MDM000988,2025-11-06,SCH0493,SHARMA TRADERS,Rice,51800.0,GRAM,,PENDING,51800,51.8
MDM002853,2025-10-11,SCH0480,KUMAR & CO.,Wheat,0.466,BAGS,699,Unknown,0.466,23.3
MDM008854,2026-02-28,SCH0186,GOYAL RICE MILL,Rice,59300.0,GRAM,2372,PAID,59300,59.3
MDM000631,2026-01-02,SCH0331,KUMAR GENERAL STORE,Rice,,,552,PENDING,,
MDM001250,2026-03-24,SCH0452,SINGH AGRO,Atta,0.81,BAGS,1215,PAID,0.81,40.5
MDM003180,2025-10-14,SCH0098,KUMAR GENERAL STORE,Mustard Oil,18800.0,GRAM,2256,CLEARED,18800,18.8
MDM000483,2025-05-29,SCH0290,SHARMA TRADERS,Mustard Oil,1.172,BAGS,7032,DUE,1.172,58.599999999999994
MDM009777,2025-08-24,SCH0052,GOYAL MILL,Mustard Oil,,,2136,PENDING,,
MDM009655,2026-08-01,SCH0534,GOYAL ENTERPRISES,Mustard Oil,45.3,KILOGRAM,5436,PAID,45.3,45.3
MDM003041,2026-03-07,SCH0219,SINGH AGRO,Wheat,40.8,KILOGRAM,1224,PAID,40.8,40.8
MDM005011,2026-02-12,SCH0022,SHARMA TRADERS PVT LTD,Mustard Oil,0.434,BAGS,2604,CLEARED,0.434,21.7
MDM010791,2025-06-29,SCH0193,GOYAL ENTERPRISES,Pulses,1.018,BAGS,4581,CLEARED,1.018,50.9
MDM007001,2025-05-23,SCH0189,KUMAR & CO.,Wheat,58.8,KILOGRAM,1764,Unknown,58.8,58.8
MDM003274,2025-11-22,SCH0566,SHARMA & SONS,Wheat,22.8,KILOGRAM,684,PENDING,22.8,22.8
MDM007228,2025-09-18,SCH0320,SINGH AGRO,Rice,,,748,Unknown,,
MDM003684,2025-12-27,SCH0177,SINGH BROTHERS,Mustard Oil,30.6,KILOGRAM,3672,DUE,30.6,30.6
MDM006675,2025-02-12,SCH0123,S. AGRO WORKS,Mustard Oil,,,1368,PENDING,,
MDM006808,2025-08-23,SCH0461,GOYAL MILL,Wheat,42.2,KILOGRAM,1266,Unknown,42.2,42.2
MDM007239,2025-12-13,SCH0361,KUMAR SUPPLIES,Mustard Oil,59.6,KILOGRAM,7152,Unknown,59.6,59.6
MDM001317,2025-08-01,SCH0052,S. AGRO WORKS,Mustard Oil,35.6,KILOGRAM,4272,DUE,35.6,35.6
MDM003226,2025-09-11,SCH0528,SHARMA TRADERS,Mustard Oil,35.0,KILOGRAM,4200,PENDING,35.0 kg,35.0
MDM001073,2025-12-03,SCH0150,GOYAL MILL,Rice,,,1184,PAID,,
MDM004816,2025-07-10,SCH0073,SINGH AGRO,Pulses,0.8740000000000001,BAGS,3933,PENDING,0.8740000000000001,43.7
MDM010437,2025-10-24,SCH0500,KUMAR GENERAL STORE,Rice,41900.0,GRAM,1676,PENDING,41900,41.9
MDM009853,2025-11-23,SCH0086,S. AGRO WORKS,Mustard Oil,21.3,KILOGRAM,2556,PENDING,21.3,21.3
MDM005753,2026-03-21,SCH0452,S. AGRO WORKS,Rice,36.1,KILOGRAM,1444,DUE,36.1 kg,36.1
MDM011293,2025-10-18,SCH0228,SHARMA TRADERS PVT LTD,Mustard Oil,13.2,KILOGRAM,1584,PENDING,13.2,13.2
MDM004617,2025-12-13,SCH0493,GOYAL MILL,Rice,0.534,BAGS,1068,PAID,0.534,26.700000000000003
MDM003098,2025-12-16,SCH0116,GOYAL RICE MILL,Rice,50.1,KILOGRAM,2004,PENDING,50.1 kg,50.1
MDM010550,2026-04-01,SCH0310,GOYAL ENTERPRISES,Wheat,15.1,KILOGRAM,453,PAID,15.1,15.1
MDM006870,2025-06-28,SCH0290,GOYAL RICE MILL,Pulses,0.7879999999999999,BAGS,,DUE,0.7879999999999999,39.4
MDM001301,2025-05-09,SCH0129,SHARMA TRADERS PVT LTD,Pulses,29.8,KILOGRAM,2682,Unknown,29.8,29.8
MDM007286,2025-09-21,SCH0004,KUMAR SUPPLIES,Wheat,0.98,BAGS,1470,PENDING,0.98,49.0
MDM006285,2026-02-01,SCH0188,SHARMA TRADERS,Wheat,0.514,BAGS,771,CLEARED,0.514,25.7
MDM010951,2026-01-29,SCH0520,S. AGRO WORKS,Mustard Oil,25500.0,GRAM,3060,PENDING,25500,25.5
MDM005496,2026-11-03,SCH0300,SINGH AGRO,Mustard Oil,1.102,BAGS,6612,PENDING,1.102,55.1
MDM005292,2026-03-20,SCH0331,SINGH BROTHERS,Pulses,,,,CLEARED,,
MDM009601,2025-11-29,SCH0006,GOYAL RICE MILL,Pulses,40.1,KILOGRAM,3609,PENDING,40.1,40.1
MDM010038,2025-08-23,SCH0386,GOYAL MILL,Pulses,0.352,BAGS,1584,PENDING,0.352,17.599999999999998
MDM001799,2025-07-01,SCH0224,SHARMA TRADERS,Rice,0.95,BAGS,1900,PENDING,0.95,47.5
MDM009668,2025-12-03,SCH0443,SHARMA TRADERS,Atta,0.262,BAGS,393,PENDING,0.262,13.100000000000001
MDM005204,2025-08-24,SCH0005,SINGH BROTHERS,Mustard Oil,11.0,KILOGRAM,1320,Unknown,11,11.0
MDM008228,2026-01-23,SCH0305,SINGH BROTHERS,Wheat,0.826,BAGS,1239,PAID,0.826,41.3
MDM005048,2026-02-03,SCH0473,KUMAR GENERAL STORE,Wheat,55100.0,GRAM,1653,Unknown,55100,55.1
MDM006442,2026-01-01,SCH0583,SINGH BROTHERS,Pulses,,,4833,DUE,,
MDM008637,2026-01-09,SCH0316,SHARMA TRADERS,Pulses,,,,DUE,,
MDM008106,2025-06-14,SCH0283,SINGH BROTHERS,Wheat,50400.0,GRAM,1512,PAID,50400,50.4
MDM002360,2025-04-08,SCH0201,SHARMA TRADERS,Pulses,0.924,BAGS,4158,CLEARED,0.924,46.2
MDM011691,2025-12-11,SCH0533,KUMAR GENERAL STORE,Mustard Oil,29.6,KILOGRAM,3552,CLEARED,29.6,29.6
MDM003655,2026-11-03,SCH0523,SHARMA TRADERS,Atta,0.304,BAGS,456,Unknown,0.304,15.2
MDM007053,2025-12-08,SCH0007,KUMAR & CO.,Mustard Oil,31.3,KILOGRAM,3756,PENDING,31.3,31.3
MDM001287,2025-11-05,SCH0093,GOYAL RICE MILL,Mustard Oil,53.3,KILOGRAM,6396,CLEARED,53.3,53.3
MDM011268,2025-11-09,SCH0111,SINGH BROTHERS,Rice,,,1796,PAID,,
MDM004446,2025-10-20,SCH0258,SHARMA TRADERS,Atta,33.8,KILOGRAM,1014,PAID,33.8,33.8
MDM002138,2025-12-10,SCH0504,SHARMA TRADERS,Pulses,19.2,KILOGRAM,1728,PENDING,19.2 kg,19.2
MDM006788,2025-09-16,SCH0541,SINGH BROTHERS,Wheat,11.9,KILOGRAM,357,PENDING,11.9,11.9
MDM009874,2025-04-10,SCH0480,GOYAL ENTERPRISES,Wheat,0.69,BAGS,1035,CLEARED,0.69,34.5
MDM001218,2025-05-05,SCH0524,SHARMA & SONS,Wheat,32600.0,GRAM,978,PAID,32600,32.6
MDM010509,2025-04-25,SCH0424,SINGH BROTHERS,Mustard Oil,,,4536,Unknown,,
MDM011069,2026-01-09,SCH0027,S. AGRO WORKS,Mustard Oil,1.1,BAGS,,PENDING,1.1,55.00000000000001
MDM006895,2025-06-10,SCH0349,SINGH AGRO,Rice,1.016,BAGS,2032,PENDING,1.016,50.8
MDM009885,2025-12-10,SCH0214,KUMAR SUPPLIES,Rice,0.852,BAGS,1704,PAID,0.852,42.6
MDM005366,2025-07-11,SCH0144,SINGH AGRO,Mustard Oil,0.462,BAGS,2772,PENDING,0.462,23.1
MDM008565,2026-07-02,SCH0320,SHARMA TRADERS,Pulses,44.8,KILOGRAM,4032,CLEARED,44.8,44.8
MDM007152,2026-02-07,SCH0024,GOYAL RICE MILL,Wheat,30300.0,GRAM,909,PAID,30300,30.3
MDM000964,2025-12-31,SCH0253,SHARMA & SONS,Pulses,31.2,KILOGRAM,2808,Unknown,31.2 kg,31.2
MDM006013,2025-09-08,SCH0542,KUMAR GENERAL STORE,Rice,10.5,KILOGRAM,420,CLEARED,10.5,10.5
MDM004883,2025-05-31,SCH0049,SINGH AGRO,Wheat,22.8,KILOGRAM,684,CLEARED,22.8,22.8
MDM000141,2025-11-22,SCH0457,SINGH BROTHERS,Rice,0.95,BAGS,1900,PENDING,0.95,47.5
MDM011146,2025-07-11,SCH0111,SHARMA TRADERS,Mustard Oil,10.7,KILOGRAM,1284,Unknown,10.7,10.7
MDM008907,2025-04-17,SCH0292,KUMAR & CO.,Wheat,,,867,PAID,,
MDM006937,2025-10-25,SCH0287,S. AGRO WORKS,Pulses,56.0,KILOGRAM,5040,PENDING,56,56.0
MDM006543,2025-08-19,SCH0575,S. AGRO WORKS,Pulses,0.944,BAGS,4248,PAID,0.9440000000000001,47.199999999999996
MDM005244,2025-06-04,SCH0189,SINGH BROTHERS,Wheat,44800.0,GRAM,1344,Unknown,44800,44.8
MDM010031,2025-11-28,SCH0068,KUMAR GENERAL STORE,Mustard Oil,0.532,KILOGRAM,,PENDING,0.532,26.6
MDM004432,2026-03-08,SCH0100,GOYAL MILL,Pulses,35.4,KILOGRAM,3186,PAID,35.4,35.4
MDM010320,2026-01-27,SCH0294,S. AGRO WORKS,Pulses,10.4,KILOGRAM,936,PAID,10.4 kg,10.4
MDM000407,2025-08-20,SCH0414,GOYAL MILL,Pulses,22.9,KILOGRAM,2061,DUE,22.9,22.9
MDM008213,2026-03-19,SCH0246,S. AGRO WORKS,Wheat,,,621,CLEARED,,
MDM009197,2025-04-17,SCH0365,GOYAL MILL,Wheat,38.7,KILOGRAM,1161,PAID,38.7,38.7
MDM010334,2025-06-24,SCH0085,SHARMA & SONS,Rice,,,1652,PENDING,,
MDM010656,2026-01-23,SCH0056,SHARMA TRADERS,Mustard Oil,0.322,BAGS,1932,PAID,0.322,16.1
MDM009136,2026-02-01,SCH0120,SHARMA TRADERS,Pulses,29.5,KILOGRAM,2655,PENDING,29.5 kg,29.5
MDM008235,2026-01-01,SCH0048,SINGH AGRO,Atta,13.0,KILOGRAM,390,DUE,13,13.0
MDM004400,2026-03-16,SCH0504,KUMAR GENERAL STORE,Wheat,28600.0,GRAM,858,PENDING,28600,28.6
MDM005253,2025-06-05,SCH0430,SINGH AGRO,Wheat,,,1188,Unknown,,
MDM000012,2026-02-23,SCH0007,SHARMA TRADERS,Atta,0.61,BAGS,915,PENDING,0.61,30.5
MDM004761,2026-02-12,SCH0543,SINGH AGRO,Pulses,,,4752,DUE,,
MDM001178,2025-12-30,SCH0343,KUMAR & CO.,Rice,41.0,KILOGRAM,1640,PENDING,41,41.0
MDM010140,2025-10-23,SCH0461,SHARMA & SONS,Wheat,42400.0,GRAM,1272,PAID,42400,42.4
MDM002864,2025-05-13,SCH0561,KUMAR GENERAL STORE,Mustard Oil,0.29,BAGS,1740,DUE,0.29,14.499999999999998
MDM006472,2026-01-26,SCH0478,GOYAL ENTERPRISES,Wheat,15.0,KILOGRAM,450,PENDING,15,15.0
MDM006229,2025-06-25,SCH0509,GOYAL ENTERPRISES,Pulses,43700.0,GRAM,3933,PAID,43700,43.7
MDM009219,2026-01-01,SCH0313,KUMAR SUPPLIES,Pulses,25300.0,GRAM,2277,PENDING,25300,25.3
MDM002990,2025-05-16,SCH0194,SINGH BROTHERS,Wheat,,,,Unknown,,
MDM009154,2025-05-30,SCH0474,KUMAR & CO.,Rice,1.16,BAGS,2320,Unknown,1.16,57.99999999999999
MDM007118,2025-04-01,SCH0444,SINGH AGRO,Mustard Oil,0.52,KILOGRAM,,PENDING,0.52,26.0
MDM007011,2025-09-05,SCH0510,GOYAL RICE MILL,Rice,20.4,KILOGRAM,816,CLEARED,20.4,20.4
MDM010570,2025-09-20,SCH0162,GOYAL RICE MILL,Mustard Oil,0.938,KILOGRAM,5628,Unknown,0.938,46.9
MDM008928,2026-03-26,SCH0536,SHARMA TRADERS,Mustard Oil,40.9,KILOGRAM,4908,PAID,40.9,40.9
MDM001441,2025-04-10,SCH0087,GOYAL MILL,Pulses,0.838,BAGS,3771,DUE,0.838,41.9
MDM009277,2026-01-23,SCH0146,KUMAR GENERAL STORE,Mustard Oil,,,1968,Unknown,,
MDM002876,2025-08-06,SCH0398,KUMAR SUPPLIES,Pulses,39.7,KILOGRAM,3573,CLEARED,39.7,39.7
MDM009109,2025-05-05,SCH0093,KUMAR & CO.,Rice,43.8,KILOGRAM,1752,Unknown,43.8,43.8
MDM011231,2025-08-05,SCH0198,KUMAR GENERAL STORE,Rice,1.038,KILOGRAM,2076,PAID,1.038,51.9
MDM010863,2025-10-08,SCH0576,GOYAL RICE MILL,Mustard Oil,0.802,BAGS,4812,PENDING,0.802,40.1
MDM007233,2025-09-17,SCH0416,SINGH AGRO,Rice,35.2,KILOGRAM,1408,DUE,35.2 kg,35.2
MDM003727,2026-01-22,SCH0345,GOYAL RICE MILL,Mustard Oil,54.4,KILOGRAM,6528,PENDING,54.4,54.4
MDM002773,2025-11-02,SCH0226,GOYAL MILL,Mustard Oil,,,4944,CLEARED,,
MDM009817,2025-02-05,SCH0315,SHARMA TRADERS,Mustard Oil,20.7,KILOGRAM,2484,PAID,20.7,20.7
MDM000455,2025-04-29,SCH0129,SINGH BROTHERS,Pulses,31500.0,GRAM,2835,PENDING,31500,31.5
MDM009014,2026-01-16,SCH0448,SHARMA & SONS,Rice,23700.0,GRAM,948,PAID,23700,23.7
MDM008190,2025-07-08,SCH0240,S. AGRO WORKS,Wheat,0.836,BAGS,1254,CLEARED,0.836,41.8
MDM001368,2025-09-06,SCH0448,SINGH BROTHERS,Mustard Oil,,,4896,CLEARED,,
MDM003713,2025-04-13,SCH0186,SINGH BROTHERS,Mustard Oil,,,5028,DUE,,
MDM001906,2025-08-20,SCH0543,KUMAR GENERAL STORE,Mustard Oil,43.6,KILOGRAM,5232,PENDING,43.6,43.6
MDM001389,2025-11-26,SCH0263,SHARMA & SONS,Rice,33.9,KILOGRAM,1356,DUE,33.9 kg,33.9
MDM009043,2025-08-29,SCH0007,SHARMA TRADERS PVT LTD,Pulses,0.528,KILOGRAM,2376,PAID,0.528,26.400000000000002
MDM001001,2025-02-04,SCH0043,KUMAR & CO.,Mustard Oil,23000.0,GRAM,2760,PAID,23000,23.0
MDM007762,2025-06-30,SCH0235,KUMAR GENERAL STORE,Rice,41.7,KILOGRAM,1668,CLEARED,41.7,41.7
MDM003554,2025-05-28,SCH0479,SHARMA & SONS,Mustard Oil,35600.0,GRAM,4272,PENDING,35600,35.6
MDM004115,2026-08-01,SCH0002,KUMAR GENERAL STORE,Atta,0.446,BAGS,669,PENDING,0.446,22.3
MDM009830,2025-06-20,SCH0128,SINGH BROTHERS,Wheat,,,975,PENDING,,
MDM001668,2025-05-29,SCH0121,KUMAR GENERAL STORE,Pulses,,,1980,DUE,,
MDM003174,2026-03-29,SCH0068,SINGH BROTHERS,Mustard Oil,,,1524,DUE,,
MDM009540,2025-05-31,SCH0196,S. AGRO WORKS,Pulses,14.5,KILOGRAM,1305,PAID,14.5 kg,14.5
MDM011611,2026-01-17,SCH0332,GOYAL MILL,Mustard Oil,38.4,KILOGRAM,4608,PENDING,38.4 kg,38.4
MDM000489,2026-02-14,SCH0335,SHARMA TRADERS PVT LTD,Wheat,0.368,BAGS,552,Unknown,0.368,18.4
MDM003231,2025-10-07,SCH0553,KUMAR SUPPLIES,Pulses,32.7,KILOGRAM,2943,CLEARED,32.7,32.7
MDM003829,2025-07-06,SCH0219,GOYAL MILL,Rice,18.3,KILOGRAM,732,PENDING,18.3 kg,18.3
MDM010689,2025-11-18,SCH0256,SHARMA TRADERS PVT LTD,Atta,47.9,KILOGRAM,1437,Unknown,47.9 kg,47.9
MDM005209,2025-03-11,SCH0015,SHARMA TRADERS,Rice,18.3,KILOGRAM,732,Unknown,18.3 kg,18.3
MDM007849,2025-04-19,SCH0237,S. AGRO WORKS,Atta,,,1146,Unknown,,
MDM005705,2026-01-21,SCH0294,SHARMA & SONS,Rice,11400.0,GRAM,456,PAID,11400,11.4
MDM011917,2025-07-14,SCH0063,KUMAR SUPPLIES,Rice,26.3,KILOGRAM,1052,DUE,26.3,26.3
MDM008134,2025-08-24,SCH0500,KUMAR SUPPLIES,Pulses,19.2,KILOGRAM,1728,PAID,19.2 kg,19.2
MDM000704,2025-12-14,SCH0494,S. AGRO WORKS,Pulses,0.218,BAGS,981,PAID,0.218,10.9
MDM005106,2025-08-02,SCH0239,KUMAR & CO.,Pulses,58.3,KILOGRAM,5247,CLEARED,58.3 kg,58.3
MDM010984,2025-06-17,SCH0455,KUMAR SUPPLIES,Wheat,44.1,KILOGRAM,1323,PAID,44.1,44.1
MDM003292,2026-01-21,SCH0598,GOYAL MILL,Mustard Oil,18.1,KILOGRAM,2172,PENDING,18.1,18.1
MDM008126,2025-12-19,SCH0195,SHARMA TRADERS,Mustard Oil,19.9,KILOGRAM,2388,DUE,19.9 kg,19.9
MDM009520,2025-10-09,SCH0017,KUMAR & CO.,Mustard Oil,21.5,KILOGRAM,2580,PENDING,21.5 kg,21.5
MDM011906,2025-07-16,SCH0175,KUMAR GENERAL STORE,Wheat,,,,PAID,,
MDM011133,2025-06-28,SCH0111,KUMAR SUPPLIES,Wheat,1.14,BAGS,1710,PAID,1.14,56.99999999999999
MDM004910,2025-04-21,SCH0206,KUMAR SUPPLIES,Mustard Oil,22.4,KILOGRAM,2688,PENDING,22.4 kg,22.4
MDM004441,2026-03-21,SCH0111,KUMAR GENERAL STORE,Rice,,,1560,PAID,,
MDM011239,2025-12-19,SCH0229,SHARMA TRADERS,Rice,,,2012,PAID,,
MDM000987,2026-03-31,SCH0063,SHARMA & SONS,Pulses,49.5,KILOGRAM,4455,PAID,49.5 kg,49.5
MDM011407,2026-03-10,SCH0195,SHARMA & SONS,Rice,30.0,KILOGRAM,1200,Unknown,30,30.0
MDM011688,2025-05-15,SCH0001,SHARMA TRADERS PVT LTD,Rice,47.7,KILOGRAM,1908,PAID,47.7,47.7
MDM007706,2025-08-25,SCH0038,S. AGRO WORKS,Pulses,22.9,KILOGRAM,2061,CLEARED,22.9,22.9
MDM006258,2025-09-02,SCH0420,GOYAL MILL,Atta,0.242,BAGS,,CLEARED,0.242,12.1
MDM006090,2026-02-13,SCH0339,GOYAL ENTERPRISES,Atta,12.7,KILOGRAM,381,PAID,12.7,12.7
MDM005239,2025-04-16,SCH0132,S. AGRO WORKS,Atta,58.0,KILOGRAM,1740,Unknown,58.0 kg,58.0
MDM001199,2026-01-13,SCH0518,KUMAR & CO.,Wheat,40.2,KILOGRAM,1206,PENDING,40.2 kg,40.2
MDM009711,2025-07-13,SCH0447,GOYAL MILL,Rice,,,560,DUE,,
MDM011196,2025-07-04,SCH0137,S. AGRO WORKS,Atta,34.2,KILOGRAM,1026,PAID,34.2,34.2
MDM007520,2025-08-02,SCH0530,SHARMA TRADERS,Rice,48900.0,GRAM,1956,DUE,48900,48.9
MDM006813,2026-06-01,SCH0507,GOYAL ENTERPRISES,Rice,33.4,KILOGRAM,1336,PENDING,33.4 kg,33.4
MDM009992,2025-07-09,SCH0036,GOYAL ENTERPRISES,Mustard Oil,22.0,KILOGRAM,,PAID,22,22.0
MDM009207,2025-07-15,SCH0410,GOYAL ENTERPRISES,Rice,27800.0,GRAM,1112,PAID,27800,27.8
MDM008321,2026-01-03,SCH0337,SHARMA & SONS,Mustard Oil,,,3000,PAID,,
MDM009557,2025-11-13,SCH0480,KUMAR GENERAL STORE,Mustard Oil,51.3,KILOGRAM,6156,Unknown,51.3,51.3
MDM010226,2025-05-10,SCH0596,GOYAL ENTERPRISES,Rice,,,2268,CLEARED,,
MDM007176,2025-06-03,SCH0077,SINGH AGRO,Pulses,0.542,BAGS,2439,CLEARED,0.542,27.1
MDM004471,2025-09-12,SCH0474,KUMAR GENERAL STORE,Mustard Oil,33.4,KILOGRAM,4008,PENDING,33.4 kg,33.4
MDM000892,2025-06-25,SCH0093,SHARMA TRADERS PVT LTD,Wheat,0.8,KILOGRAM,1200,Unknown,0.8,40.0
MDM001970,2025-06-08,SCH0411,SINGH AGRO,Rice,11.9,KILOGRAM,476,CLEARED,11.9 kg,11.9
MDM005758,2025-10-12,SCH0500,SHARMA TRADERS PVT LTD,Pulses,51900.0,GRAM,,PAID,51900,51.9
MDM006528,2025-11-15,SCH0444,S. AGRO WORKS,Wheat,31.9,KILOGRAM,957,CLEARED,31.9,31.9
MDM006295,2026-02-25,SCH0297,SHARMA & SONS,Atta,14.6,KILOGRAM,438,CLEARED,14.6,14.6
MDM007596,2025-11-04,SCH0448,SINGH AGRO,Wheat,37.3,KILOGRAM,1119,PENDING,37.3 kg,37.3
MDM009111,2026-02-25,SCH0425,KUMAR & CO.,Mustard Oil,0.7879999999999999,KILOGRAM,4728,Unknown,0.7879999999999999,39.4
MDM003250,2025-07-25,SCH0094,KUMAR GENERAL STORE,Wheat,43.7,KILOGRAM,1311,PENDING,43.7,43.7
MDM006571,2025-10-28,SCH0351,KUMAR & CO.,Pulses,52300.0,GRAM,4707,PENDING,52300,52.3
MDM006639,2025-07-04,SCH0181,KUMAR & CO.,Rice,,,552,Unknown,,
MDM007352,2025-08-26,SCH0188,SINGH AGRO,Rice,47.2,KILOGRAM,1888,CLEARED,47.2 kg,47.2
MDM011326,2026-01-12,SCH0270,KUMAR SUPPLIES,Atta,1.156,KILOGRAM,1734,Unknown,1.156,57.8
MDM009401,2026-01-31,SCH0080,SINGH AGRO,Wheat,23.8,KILOGRAM,714,PAID,23.8,23.8
MDM007474,2026-02-28,SCH0462,GOYAL RICE MILL,Pulses,,,1188,DUE,,
MDM011374,2026-02-07,SCH0217,SHARMA & SONS,Rice,,,1792,DUE,,
MDM011794,2025-05-04,SCH0332,KUMAR GENERAL STORE,Pulses,,,1971,DUE,,
MDM001240,2026-01-13,SCH0004,SHARMA & SONS,Wheat,,,1704,PAID,,
MDM002290,2026-03-19,SCH0270,GOYAL RICE MILL,Atta,35100.0,GRAM,1053,PENDING,35100,35.1
MDM002741,2026-02-12,SCH0557,KUMAR SUPPLIES,Pulses,,,5328,PAID,,
MDM008468,2026-02-27,SCH0514,SINGH AGRO,Pulses,23.1,KILOGRAM,2079,DUE,23.1,23.1
MDM004586,2026-03-25,SCH0167,GOYAL MILL,Pulses,38.8,KILOGRAM,3492,Unknown,38.8 kg,38.8
MDM009228,2025-04-11,SCH0153,SINGH BROTHERS,Pulses,,,1656,Unknown,,
MDM001230,2025-04-25,SCH0341,SHARMA TRADERS,Mustard Oil,35.2,KILOGRAM,4224,PENDING,35.2 kg,35.2
MDM009201,2026-01-26,SCH0048,KUMAR SUPPLIES,Wheat,28.5,KILOGRAM,855,CLEARED,28.5 kg,28.5
MDM006981,2026-02-10,SCH0049,GOYAL MILL,Pulses,52.4,KILOGRAM,4716,Unknown,52.4,52.4
MDM005179,2026-01-13,SCH0150,SINGH BROTHERS,Rice,39200.0,GRAM,1568,CLEARED,39200,39.2
MDM004294,2025-04-09,SCH0373,GOYAL MILL,Rice,22.8,KILOGRAM,,PAID,22.8,22.8
MDM001059,2026-02-27,SCH0428,SINGH BROTHERS,Wheat,18.6,KILOGRAM,558,PENDING,18.6,18.6
MDM006263,2026-02-05,SCH0147,GOYAL MILL,Mustard Oil,18.7,KILOGRAM,2244,Unknown,18.7,18.7
MDM000282,2025-07-11,SCH0059,SINGH BROTHERS,Mustard Oil,,,5268,PAID,,
MDM009236,2025-07-02,SCH0103,GOYAL ENTERPRISES,Wheat,0.8859999999999999,KILOGRAM,1329,PAID,0.8859999999999999,44.3
MDM009509,2025-12-18,SCH0325,SHARMA & SONS,Rice,30.5,KILOGRAM,1220,PAID,30.5,30.5
MDM000969,2025-09-12,SCH0554,GOYAL ENTERPRISES,Wheat,28100.0,GRAM,843,Unknown,28100,28.1
MDM003954,2025-07-16,SCH0588,KUMAR SUPPLIES,Rice,22.1,KILOGRAM,884,PENDING,22.1,22.1
MDM001940,2025-07-25,SCH0325,KUMAR GENERAL STORE,Pulses,0.33,KILOGRAM,1485,DUE,0.33,16.5
MDM010444,2025-01-12,SCH0186,SINGH BROTHERS,Wheat,52.6,KILOGRAM,1578,DUE,52.6,52.6
