record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by,attendance_anomaly,attendance_rate,proxy_attendance_anomaly
ATT0002624,2025-11-19,SCH0325,1,240,200,1,,False,83.33333333333334,False
ATT0005919,2026-03-12,SCH0108,4,147,119,,ADMIN,False,80.95238095238095,False
ATT0012765,2025-12-19,SCH0467,2,150,161,1,CLASS TEACHER,True,107.33333333333333,False
ATT0008535,2025-11-04,SCH0028,7,174,185,1,CLASS TEACHER,True,106.32183908045978,False
ATT0019942,2025-10-11,SCH0145,10,77,65,1,HM,False,84.4155844155844,False
ATT0000232,2026-09-01,SCH0410,1,56,51,1,HM,False,91.07142857142857,False
ATT0008372,2026-03-30,SCH0519,3,264,199,,,False,75.37878787878788,False
ATT0018636,2025-02-06,SCH0484,3,116,110,1,ADMIN,False,94.82758620689656,False
ATT0000738,2025-09-12,SCH0130,10,54,36,1,HM,False,66.66666666666666,False
ATT0002839,2025-09-04,SCH0006,3,265,225,1,CLASS TEACHER,False,84.90566037735849,False
ATT0015047,2025-09-12,SCH0078,2,74,50,1,CLERK,False,67.56756756756756,False
ATT0008217,2026-03-02,SCH0027,10,123,114,1,HM,False,92.6829268292683,False
ATT0016811,2025-08-19,SCH0485,1,284,253,1,CLERK,False,89.08450704225352,False
ATT0014058,2025-11-17,SCH0256,5,92,62,0,CLERK,False,67.3913043478261,False
ATT0016308,2025-04-11,SCH0123,2,226,139,1,ADMIN,False,61.504424778761056,False
ATT0015547,2026-03-01,SCH0367,3,63,51,1,ADMIN,False,80.95238095238095,False
ATT0008302,2025-11-07,SCH0171,3,179,119,0,CLERK,False,66.4804469273743,False
ATT0005706,2025-07-09,SCH0024,2,223,223,1,,False,100.0,False
ATT0015056,2025-10-23,SCH0087,1,242,197,1,CLASS TEACHER,False,81.40495867768594,False
ATT0009514,2025-07-09,SCH0427,1,251,251,1,HEADMASTER,False,100.0,False
ATT0005936,2025-08-30,SCH0435,5,276,178,1,HM,False,64.4927536231884,False
ATT0010188,2025-06-23,SCH0415,2,107,68,0,CLASS TEACHER,False,63.55140186915887,False
ATT0006496,2025-05-06,SCH0260,3,284,170,1,,False,59.859154929577464,False
ATT0000756,2025-08-19,SCH0447,2,188,176,1,ADMIN,False,93.61702127659575,False
ATT0019873,2025-08-17,SCH0373,5,295,209,1,,False,70.84745762711864,False
ATT0008120,2025-05-24,SCH0513,7,171,133,1,CLERK,False,77.77777777777779,False
ATT0014880,2026-02-07,SCH0339,10,50,48,1,HEADMASTER,False,96.0,False
ATT0008993,2025-11-08,SCH0301,4,80,66,1,CLERK,False,82.5,False
ATT0018146,2025-05-05,SCH0339,5,207,195,1,HM,False,94.20289855072464,False
ATT0017262,2025-06-01,SCH0410,3,204,204,1,HEADMASTER,False,100.0,True
ATT0013694,2025-12-11,SCH0303,3,78,54,1,HM,False,69.23076923076923,False
ATT0006201,2025-08-21,SCH0184,4,277,269,1,HEADMASTER,False,97.11191335740072,False
ATT0016659,2025-06-23,SCH0350,3,79,65,1,,False,82.27848101265823,False
ATT0000070,2025-12-23,SCH0056,4,190,163,0,CLASS TEACHER,False,85.78947368421052,False
ATT0005368,2025-09-25,SCH0012,8,232,214,1,HEADMASTER,False,92.24137931034483,False
ATT0008085,2025-04-05,SCH0237,7,95,92,1,CLERK,False,96.84210526315789,False
ATT0005683,2025-06-07,SCH0055,6,236,170,1,HM,False,72.03389830508475,False
ATT0019971,2025-09-30,SCH0089,4,174,117,1,HM,False,67.24137931034483,False
ATT0013363,2025-12-10,SCH0166,10,261,277,1,,True,106.13026819923373,False
ATT0001681,2026-04-02,SCH0540,4,158,114,1,,False,72.15189873417721,False
ATT0007558,2026-01-17,SCH0352,3,227,227,1,CLERK,False,100.0,False
ATT0008570,2025-07-02,SCH0597,9,268,228,1,HM,False,85.07462686567165,False
ATT0009662,2026-03-23,SCH0218,3,69,64,0,HEADMASTER,False,92.7536231884058,False
ATT0005962,2025-02-05,SCH0044,4,53,66,1,CLERK,True,124.52830188679245,False
ATT0002604,2025-06-09,SCH0243,6,272,272,1,CLASS TEACHER,False,100.0,False
ATT0019067,2025-05-22,SCH0514,1,246,197,1,,False,80.08130081300813,False
ATT0013868,2026-03-18,SCH0067,3,190,174,0,CLASS TEACHER,False,91.57894736842105,False
ATT0007869,2025-10-05,SCH0218,3,126,126,1,,False,100.0,True
ATT0015658,2025-10-09,SCH0152,3,58,39,1,ADMIN,False,67.24137931034483,False
ATT0005414,2025-08-15,SCH0580,6,133,119,1,HEADMASTER,False,89.47368421052632,False
ATT0013734,2025-07-06,SCH0160,8,151,122,1,ADMIN,False,80.79470198675497,False
ATT0012698,2026-03-09,SCH0235,1,115,107,,,False,93.04347826086956,False
ATT0016980,2025-10-16,SCH0570,2,64,43,1,ADMIN,False,67.1875,False
ATT0012423,2026-01-05,SCH0151,5,174,169,1,,False,97.12643678160919,False
ATT0019201,2025-09-19,SCH0044,10,273,208,1,,False,76.19047619047619,False
ATT0011284,2025-04-11,SCH0289,8,43,38,0,CLASS TEACHER,False,88.37209302325581,False
ATT0010919,2025-10-14,SCH0464,10,260,217,,CLASS TEACHER,False,83.46153846153847,False
ATT0008670,2025-06-08,SCH0188,7,249,204,1,HM,False,81.92771084337349,False
ATT0002284,2026-09-01,SCH0049,5,98,91,1,HEADMASTER,False,92.85714285714286,False
ATT0003733,2025-11-14,SCH0547,2,102,80,1,CLERK,False,78.43137254901961,False
ATT0009046,2026-11-02,SCH0221,4,52,40,1,HM,False,76.92307692307693,False
ATT0016774,2025-11-01,SCH0116,3,200,134,0,ADMIN,False,67.0,False
ATT0014066,2025-08-06,SCH0013,6,56,47,1,ADMIN,False,83.92857142857143,False
ATT0015817,2025-07-26,SCH0384,4,118,92,0,HM,False,77.96610169491525,False
ATT0008944,2025-09-22,SCH0272,3,173,155,1,ADMIN,False,89.59537572254335,False
ATT0015419,2026-01-25,SCH0443,3,186,116,1,HEADMASTER,False,62.365591397849464,False
ATT0017505,2026-01-23,SCH0161,10,111,75,0,HEADMASTER,False,67.56756756756756,False
ATT0006621,2025-10-25,SCH0159,1,287,259,1,HM,False,90.2439024390244,False
ATT0015005,2025-05-14,SCH0267,8,72,61,1,ADMIN,False,84.72222222222221,False
ATT0005128,2025-10-12,SCH0414,4,168,118,1,CLERK,False,70.23809523809523,False
ATT0009328,2025-09-29,SCH0432,10,45,33,1,HM,False,73.33333333333333,False
ATT0012757,2025-10-22,SCH0436,3,117,134,1,HEADMASTER,True,114.52991452991452,False
ATT0001546,2025-10-21,SCH0558,7,192,172,1,,False,89.58333333333334,False
ATT0000740,2025-04-21,SCH0240,5,182,136,1,ADMIN,False,74.72527472527473,False
,2026-03-16,SCH0158,1,190,170,1,CLERK,False,89.47368421052632,False
ATT0010876,2025-12-25,SCH0497,4,283,252,0,CLASS TEACHER,False,89.04593639575971,False
,2026-01-28,SCH0351,7,178,149,0,CLASS TEACHER,False,83.70786516853933,False
ATT0002568,2025-08-08,SCH0570,2,144,104,1,CLERK,False,72.22222222222221,False
ATT0013314,2025-07-31,SCH0066,2,156,127,1,,False,81.41025641025641,False
ATT0006985,2025-12-23,SCH0475,1,50,41,1,CLASS TEACHER,False,82.0,False
ATT0006796,2025-11-13,SCH0406,7,115,80,1,CLERK,False,69.56521739130434,False
ATT0011135,2026-02-12,SCH0129,5,127,79,1,HEADMASTER,False,62.20472440944882,False
ATT0003519,2025-10-09,SCH0304,6,147,89,1,HM,False,60.544217687074834,False
ATT0014399,2026-02-03,SCH0528,6,117,90,1,,False,76.92307692307693,False
ATT0010547,2025-04-28,SCH0075,5,221,191,1,CLERK,False,86.42533936651584,False
ATT0004733,2026-01-07,SCH0277,7,256,156,1,ADMIN,False,60.9375,False
ATT0012680,2026-03-23,SCH0100,6,244,178,1,HM,False,72.95081967213115,False
ATT0000774,2026-02-10,SCH0440,4,181,190,1,CLASS TEACHER,True,104.97237569060773,False
ATT0000866,2026-02-12,SCH0371,1,240,177,1,HM,False,73.75,False
ATT0008522,2025-10-27,SCH0055,6,275,167,1,HM,False,60.72727272727273,False
ATT0005201,2025-05-22,SCH0334,4,87,52,1,CLERK,False,59.77011494252874,False
ATT0018574,2026-02-16,SCH0434,6,221,137,0,HEADMASTER,False,61.990950226244344,False
ATT0000642,2025-04-12,SCH0457,10,196,154,1,,False,78.57142857142857,False
ATT0000019,2025-04-28,SCH0050,7,223,143,1,ADMIN,False,64.12556053811659,False
ATT0015176,2025-07-20,SCH0069,3,201,143,1,CLERK,False,71.14427860696517,False
ATT0011090,2025-12-26,SCH0459,6,77,63,1,CLERK,False,81.81818181818183,False
ATT0003204,2025-08-03,SCH0483,5,283,259,1,HM,False,91.51943462897526,False
ATT0007289,2026-08-02,SCH0149,4,279,279,1,,False,100.0,True
ATT0012502,2025-10-25,SCH0252,4,287,224,1,CLERK,False,78.04878048780488,False
ATT0005205,2025-12-01,SCH0396,10,92,67,1,CLASS TEACHER,False,72.82608695652173,False
ATT0009058,2025-05-12,SCH0508,8,206,221,1,HM,True,107.28155339805825,False
ATT0013709,2025-12-20,SCH0202,1,273,207,1,HEADMASTER,False,75.82417582417582,False
ATT0011178,2026-02-28,SCH0037,9,167,155,1,CLASS TEACHER,False,92.81437125748504,False
ATT0019286,2025-09-10,SCH0333,2,98,69,1,CLERK,False,70.40816326530613,False
ATT0016646,2025-11-26,SCH0422,5,136,87,1,CLERK,False,63.970588235294116,False
ATT0006924,2025-10-27,SCH0410,2,200,144,1,ADMIN,False,72.0,False
ATT0003841,2025-11-06,SCH0292,7,198,164,1,CLASS TEACHER,False,82.82828282828282,False
ATT0017577,2025-10-26,SCH0462,5,92,92,1,CLERK,False,100.0,True
ATT0011999,2025-06-27,SCH0565,10,147,164,1,ADMIN,True,111.56462585034012,False
ATT0011198,2025-07-11,SCH0166,9,129,79,0,ADMIN,False,61.240310077519375,False
ATT0009155,2025-07-19,SCH0036,8,293,211,1,,False,72.01365187713311,False
ATT0013969,2026-11-01,SCH0553,8,269,275,1,HEADMASTER,True,102.23048327137548,False
ATT0012922,2025-12-13,SCH0024,6,294,273,1,CLASS TEACHER,False,92.85714285714286,False
ATT0006666,2025-05-25,SCH0583,8,104,104,1,HM,False,100.0,True
ATT0003241,2025-09-01,SCH0003,7,179,115,1,HEADMASTER,False,64.24581005586593,False
ATT0019533,2025-04-18,SCH0505,2,125,75,1,CLERK,False,60.0,False
ATT0003310,2026-02-17,SCH0548,7,119,73,1,HM,False,61.34453781512605,False
ATT0010359,2026-02-24,SCH0123,5,204,154,1,CLERK,False,75.49019607843137,False
ATT0000364,2026-03-21,SCH0309,1,239,218,1,,False,91.21338912133892,False
ATT0014118,2025-11-02,SCH0174,9,71,45,0,,False,63.38028169014085,False
ATT0003724,2025-12-14,SCH0543,3,80,80,1,ADMIN,False,100.0,True
ATT0011018,2026-03-22,SCH0327,1,142,118,1,HEADMASTER,False,83.09859154929578,False
ATT0015446,2025-07-31,SCH0390,1,289,184,1,CLASS TEACHER,False,63.667820069204154,False
ATT0007671,2025-08-05,SCH0576,4,266,190,1,HEADMASTER,False,71.42857142857143,False
ATT0011790,2025-11-29,SCH0332,5,157,139,1,,False,88.53503184713377,False
ATT0004727,2025-04-06,SCH0484,8,190,190,1,HEADMASTER,False,100.0,True
ATT0008739,2025-08-10,SCH0054,2,66,50,0,CLASS TEACHER,False,75.75757575757575,False
ATT0002941,2025-04-13,SCH0071,1,154,142,1,HM,False,92.20779220779221,False
ATT0000472,2025-07-17,SCH0464,3,182,148,1,CLERK,False,81.31868131868131,False
ATT0001642,2025-12-15,SCH0374,3,238,249,1,,True,104.6218487394958,False
ATT0019813,2026-04-01,SCH0173,9,119,94,,,False,78.99159663865547,False
ATT0018745,2026-03-22,SCH0563,2,94,73,1,ADMIN,False,77.6595744680851,False
ATT0019008,2025-01-10,SCH0265,4,201,168,1,CLASS TEACHER,False,83.5820895522388,False
ATT0014980,2025-12-13,SCH0084,1,216,170,1,HEADMASTER,False,78.70370370370371,False
ATT0001173,2025-04-05,SCH0336,1,96,76,1,HEADMASTER,False,79.16666666666666,False
ATT0004501,2025-11-01,SCH0227,5,75,71,1,CLERK,False,94.66666666666667,False
ATT0013466,2025-10-13,SCH0003,9,40,37,1,HEADMASTER,False,92.5,False
ATT0006086,2025-05-07,SCH0578,2,216,189,1,HM,False,87.5,False
ATT0009603,2025-09-12,SCH0104,2,76,66,1,CLASS TEACHER,False,86.8421052631579,False
ATT0019344,2025-07-12,SCH0503,5,151,159,1,,True,105.29801324503312,False
ATT0016247,2025-12-27,SCH0026,1,121,78,0,ADMIN,False,64.46280991735537,False
ATT0003365,2025-11-21,SCH0122,5,225,244,1,CLASS TEACHER,True,108.44444444444446,False
ATT0018651,2026-02-27,SCH0134,4,292,242,1,HEADMASTER,False,82.87671232876713,False
ATT0014755,2026-03-27,SCH0062,1,80,51,0,HM,False,63.74999999999999,False
,2025-05-13,SCH0187,10,211,228,,ADMIN,True,108.0568720379147,False
ATT0001411,2026-01-17,SCH0255,4,258,247,1,HM,False,95.73643410852713,False
ATT0012480,2025-12-26,SCH0364,4,114,105,1,HEADMASTER,False,92.10526315789474,False
ATT0000143,2025-12-05,SCH0171,2,285,291,,,True,102.10526315789474,False
ATT0006667,2025-05-03,SCH0328,9,131,99,1,ADMIN,False,75.57251908396947,False
ATT0011333,2025-11-14,SCH0514,1,195,137,1,CLERK,False,70.25641025641025,False
ATT0008635,2025-09-10,SCH0004,6,45,28,0,HM,False,62.22222222222222,False
ATT0017850,2026-03-23,SCH0548,6,117,100,1,ADMIN,False,85.47008547008546,False
,2026-02-17,SCH0427,3,280,191,1,,False,68.21428571428572,False
ATT0006501,2025-07-22,SCH0226,1,184,139,1,HEADMASTER,False,75.54347826086956,False
ATT0007323,2026-02-23,SCH0088,4,213,166,1,,False,77.93427230046949,False
ATT0002132,2025-06-10,SCH0111,2,283,260,1,ADMIN,False,91.87279151943463,False
ATT0001798,2025-07-19,SCH0521,6,48,32,1,,False,66.66666666666666,False
ATT0007728,2025-04-12,SCH0325,9,49,47,1,HM,False,95.91836734693877,False
ATT0004576,2026-07-03,SCH0168,3,259,221,1,,False,85.32818532818533,False
ATT0005191,2026-01-10,SCH0134,3,42,51,1,CLASS TEACHER,True,121.42857142857142,False
ATT0008168,2026-02-12,SCH0295,5,225,186,1,HM,False,82.66666666666667,False
ATT0003123,2025-07-21,SCH0324,2,49,39,1,ADMIN,False,79.59183673469387,False
ATT0014046,2025-08-25,SCH0133,7,274,201,1,CLASS TEACHER,False,73.35766423357664,False
ATT0005366,2026-02-27,SCH0156,3,298,211,0,HEADMASTER,False,70.80536912751678,False
ATT0012411,2025-04-19,SCH0023,1,155,122,1,CLASS TEACHER,False,78.70967741935485,False
ATT0004276,2026-02-07,SCH0243,3,138,132,1,ADMIN,False,95.65217391304348,False
ATT0000524,2025-07-11,SCH0414,8,111,72,1,ADMIN,False,64.86486486486487,False
ATT0003090,2025-11-06,SCH0102,5,248,224,1,CLASS TEACHER,False,90.32258064516128,False
ATT0016236,2025-06-12,SCH0198,5,191,145,1,ADMIN,False,75.91623036649214,False
ATT0011620,2025-07-06,SCH0414,4,284,245,1,CLASS TEACHER,False,86.26760563380282,False
ATT0001997,2026-03-02,SCH0251,2,290,218,1,HEADMASTER,False,75.17241379310344,False
ATT0005254,2025-04-04,SCH0524,4,170,150,1,ADMIN,False,88.23529411764706,False
ATT0018798,2025-04-09,SCH0233,10,210,131,1,,False,62.38095238095238,False
ATT0001533,2025-05-19,SCH0486,3,78,50,1,HM,False,64.1025641025641,False
ATT0011820,2025-05-30,SCH0124,4,294,271,1,CLERK,False,92.17687074829932,False
ATT0014920,2025-06-08,SCH0451,10,296,218,1,HM,False,73.64864864864865,False
ATT0011603,2026-01-11,SCH0425,4,98,98,1,,False,100.0,True
ATT0002832,2025-12-28,SCH0008,3,57,39,0,CLASS TEACHER,False,68.42105263157895,False
ATT0008270,2025-04-09,SCH0363,3,167,131,0,HM,False,78.44311377245509,False
ATT0009728,2025-12-29,SCH0243,7,40,37,0,HM,False,92.5,False
ATT0007490,2025-10-22,SCH0265,9,160,142,1,HM,False,88.75,False
ATT0012072,2026-01-01,SCH0013,1,68,62,1,CLERK,False,91.17647058823529,False
ATT0013495,2025-06-29,SCH0225,4,113,90,1,HM,False,79.64601769911505,False
ATT0015092,2025-08-10,SCH0491,5,87,82,1,HM,False,94.25287356321839,False
ATT0016344,2025-12-30,SCH0255,5,228,156,1,CLASS TEACHER,False,68.42105263157895,False
ATT0001300,2025-12-24,SCH0306,1,281,183,1,HM,False,65.12455516014235,False
ATT0006274,2025-12-28,SCH0279,9,194,143,1,CLERK,False,73.71134020618557,False
ATT0005500,2025-12-31,SCH0049,3,46,39,1,,False,84.78260869565217,False
ATT0016360,2026-03-04,SCH0247,2,163,130,1,CLERK,False,79.75460122699386,False
ATT0003277,2025-09-11,SCH0027,4,85,57,1,CLERK,False,67.05882352941175,False
ATT0009295,2025-05-26,SCH0597,5,106,97,1,HM,False,91.50943396226415,False
ATT0006231,2026-03-21,SCH0436,3,190,161,1,,False,84.73684210526315,False
ATT0001481,2026-01-25,SCH0167,1,63,76,1,CLASS TEACHER,True,120.63492063492063,False
ATT0019077,2025-12-15,SCH0502,5,245,213,1,HEADMASTER,False,86.93877551020408,False
ATT0001602,2025-09-20,SCH0484,7,116,108,1,ADMIN,False,93.10344827586206,False
ATT0010152,2025-05-17,SCH0231,3,66,57,1,HEADMASTER,False,86.36363636363636,False
ATT0005092,2025-06-11,SCH0263,8,265,245,1,HEADMASTER,False,92.45283018867924,False
ATT0007068,2025-08-19,SCH0474,2,102,77,1,ADMIN,False,75.49019607843137,False
ATT0017517,2026-01-17,SCH0248,5,157,157,1,CLERK,False,100.0,False
ATT0010988,2025-10-30,SCH0367,6,93,59,1,ADMIN,False,63.44086021505376,False
ATT0018399,2025-11-02,SCH0165,2,221,192,1,HEADMASTER,False,86.87782805429865,False
ATT0016385,2025-08-20,SCH0343,2,44,33,1,CLERK,False,75.0,False
ATT0017330,2026-03-12,SCH0571,2,190,128,1,HM,False,67.36842105263158,False
ATT0003662,2026-01-12,SCH0478,6,186,121,1,CLERK,False,65.05376344086021,False
ATT0006049,2025-12-13,SCH0105,8,82,49,1,ADMIN,False,59.756097560975604,False
ATT0008748,2025-07-17,SCH0189,7,84,53,1,ADMIN,False,63.095238095238095,False
,2025-06-17,SCH0235,8,288,187,1,,False,64.93055555555556,False
ATT0009356,2025-10-25,SCH0523,5,219,211,1,ADMIN,False,96.34703196347031,False
ATT0005681,2025-07-29,SCH0560,7,186,148,0,,False,79.56989247311827,False
ATT0011550,2025-04-30,SCH0088,9,179,143,1,HEADMASTER,False,79.88826815642457,False
ATT0012908,2025-04-28,SCH0520,3,148,139,1,ADMIN,False,93.91891891891892,False
ATT0000398,2026-02-12,SCH0041,8,143,128,1,HEADMASTER,False,89.5104895104895,False
ATT0001538,2026-02-22,SCH0015,5,71,53,1,ADMIN,False,74.64788732394366,False
ATT0002507,2025-10-18,SCH0439,5,85,52,1,CLASS TEACHER,False,61.1764705882353,False
ATT0015733,2025-09-19,SCH0201,1,174,165,1,HM,False,94.82758620689656,False
ATT0016913,2026-02-05,SCH0233,5,190,125,1,HEADMASTER,False,65.78947368421053,False
ATT0003011,2025-07-14,SCH0561,1,294,278,1,,False,94.5578231292517,False
ATT0017258,2025-05-12,SCH0058,8,170,117,1,CLASS TEACHER,False,68.82352941176471,False
ATT0000724,2026-03-14,SCH0503,5,56,41,1,CLERK,False,73.21428571428571,False
ATT0000301,2025-08-25,SCH0190,1,292,264,1,,False,90.41095890410958,False
ATT0003193,2025-12-30,SCH0590,5,57,54,1,,False,94.73684210526315,False
ATT0015807,2025-09-23,SCH0036,3,56,44,1,,False,78.57142857142857,False
ATT0007329,2025-11-18,SCH0194,5,249,197,0,CLERK,False,79.11646586345381,False
ATT0012487,2025-11-28,SCH0039,2,196,191,1,HEADMASTER,False,97.44897959183673,False
ATT0014498,2025-10-24,SCH0490,1,47,30,1,ADMIN,False,63.829787234042556,False
ATT0004186,2025-12-24,SCH0168,3,100,89,1,HEADMASTER,False,89.0,False
ATT0002714,2025-10-16,SCH0420,9,299,231,1,,False,77.25752508361204,False
ATT0009550,2025-10-11,SCH0420,4,108,103,,ADMIN,False,95.37037037037037,False
ATT0011497,2025-11-10,SCH0599,9,59,36,1,,False,61.016949152542374,False
ATT0011335,2025-08-21,SCH0181,3,126,90,1,CLASS TEACHER,False,71.42857142857143,False
ATT0013648,2025-11-27,SCH0342,10,185,163,1,CLERK,False,88.10810810810811,False
ATT0019755,2026-03-18,SCH0222,8,207,157,1,HEADMASTER,False,75.84541062801932,False
ATT0018047,2025-09-10,SCH0445,5,187,165,0,HEADMASTER,False,88.23529411764706,False
ATT0019832,2026-03-02,SCH0353,3,215,204,1,HM,False,94.88372093023256,False
ATT0013148,2025-07-04,SCH0110,6,106,77,1,HEADMASTER,False,72.64150943396226,False
ATT0004583,2025-09-08,SCH0036,5,270,203,1,CLERK,False,75.18518518518519,False
ATT0019849,2025-12-09,SCH0455,2,169,149,1,ADMIN,False,88.16568047337277,False
ATT0007368,2025-07-08,SCH0348,5,197,171,1,HEADMASTER,False,86.80203045685279,False
ATT0010682,2026-03-26,SCH0485,7,161,133,1,CLERK,False,82.6086956521739,False
ATT0002512,2025-08-02,SCH0226,7,180,162,1,HM,False,90.0,False
ATT0019853,2026-03-01,SCH0024,5,75,54,1,ADMIN,False,72.0,False
ATT0007434,2025-11-08,SCH0148,5,59,41,1,CLERK,False,69.49152542372882,False
ATT0018883,2025-09-25,SCH0335,3,187,137,1,,False,73.2620320855615,False
ATT0009345,2025-06-28,SCH0448,5,66,56,1,ADMIN,False,84.84848484848484,False
ATT0014142,2025-06-06,SCH0422,5,91,78,0,CLASS TEACHER,False,85.71428571428571,False
ATT0006966,2025-07-29,SCH0403,1,121,89,1,,False,73.55371900826447,False
ATT0001213,2025-12-30,SCH0146,3,153,103,1,ADMIN,False,67.3202614379085,False
ATT0012696,2025-10-02,SCH0278,9,132,112,1,ADMIN,False,84.84848484848484,False
ATT0007056,2025-05-07,SCH0530,10,278,171,1,CLERK,False,61.51079136690647,False
ATT0014527,2025-09-09,SCH0060,1,210,188,1,HM,False,89.52380952380953,False
ATT0002350,2025-07-10,SCH0587,3,59,40,1,HM,False,67.79661016949152,False
ATT0009262,2025-07-01,SCH0412,4,149,102,1,HEADMASTER,False,68.45637583892618,False
ATT0014087,2025-10-13,SCH0208,10,117,89,1,CLERK,False,76.06837606837607,False
ATT0017806,2025-05-22,SCH0414,2,182,116,1,CLASS TEACHER,False,63.73626373626373,False
ATT0015785,2025-04-22,SCH0162,1,86,83,1,CLASS TEACHER,False,96.51162790697676,False
ATT0017690,2026-03-01,SCH0580,4,125,85,0,ADMIN,False,68.0,False
ATT0005428,2025-09-15,SCH0512,1,209,168,1,CLERK,False,80.38277511961722,False
ATT0016557,2025-08-23,SCH0361,3,113,85,1,CLERK,False,75.22123893805309,False
ATT0003427,2026-02-06,SCH0113,3,62,39,1,,False,62.903225806451616,False
ATT0008858,2025-10-31,SCH0069,2,276,242,1,,False,87.68115942028986,False
ATT0012855,2026-01-11,SCH0292,4,246,191,0,HEADMASTER,False,77.64227642276423,False
ATT0007217,2025-08-08,SCH0121,6,142,103,0,ADMIN,False,72.53521126760563,False
ATT0005995,2025-12-05,SCH0067,7,45,32,1,HEADMASTER,False,71.11111111111111,False
ATT0008835,2025-07-12,SCH0025,7,78,60,,CLERK,False,76.92307692307693,False
ATT0011071,2025-09-02,SCH0189,5,166,122,0,,False,73.49397590361446,False
ATT0003768,2025-11-10,SCH0549,5,89,81,1,CLERK,False,91.01123595505618,False
ATT0004273,2025-08-14,SCH0088,6,99,77,1,,False,77.77777777777779,False
ATT0014316,2025-08-27,SCH0111,5,171,167,1,HM,False,97.6608187134503,False
ATT0014796,2025-11-12,SCH0170,1,211,192,1,CLERK,False,90.99526066350711,False
ATT0000787,2026-03-07,SCH0317,3,282,256,1,CLERK,False,90.78014184397163,False
ATT0011050,2026-01-29,SCH0326,4,215,205,1,HEADMASTER,False,95.34883720930233,False
ATT0014305,2026-01-06,SCH0196,10,286,226,0,,False,79.02097902097903,False
ATT0018927,2026-02-21,SCH0542,2,104,85,1,,False,81.73076923076923,False
ATT0016553,2025-09-19,SCH0097,1,62,62,1,HEADMASTER,False,100.0,False
ATT0015824,2026-01-14,SCH0251,1,288,255,1,ADMIN,False,88.54166666666666,False
ATT0006482,2025-02-04,SCH0440,2,163,138,1,,False,84.66257668711657,False
ATT0012380,2025-02-11,SCH0096,9,108,67,1,HEADMASTER,False,62.03703703703704,False
ATT0007854,2025-05-30,SCH0392,10,205,131,1,HEADMASTER,False,63.90243902439025,False
ATT0019612,2025-07-14,SCH0215,6,155,117,1,,False,75.48387096774194,False
ATT0017301,2026-02-05,SCH0231,6,156,101,1,HM,False,64.74358974358975,False
ATT0013017,2025-10-21,SCH0584,8,83,55,1,ADMIN,False,66.26506024096386,False
ATT0014260,2025-09-06,SCH0191,8,156,113,0,HM,False,72.43589743589743,False
ATT0002906,2025-02-10,SCH0232,1,225,206,1,HM,False,91.55555555555556,False
ATT0004627,2026-02-16,SCH0386,5,78,58,1,CLERK,False,74.35897435897436,False
ATT0015004,2025-12-09,SCH0076,8,144,98,1,HEADMASTER,False,68.05555555555556,False
ATT0000997,2025-12-07,SCH0108,10,214,130,1,HEADMASTER,False,60.747663551401864,False
ATT0019371,2025-10-07,SCH0354,6,109,104,1,HM,False,95.41284403669725,False
ATT0000155,2025-06-15,SCH0179,8,256,256,1,HM,False,100.0,True
ATT0007247,2025-12-04,SCH0546,5,100,94,1,,False,94.0,False
ATT0011469,2025-05-31,SCH0173,5,243,218,1,,False,89.7119341563786,False
ATT0006251,2025-11-25,SCH0301,2,101,81,1,CLASS TEACHER,False,80.19801980198021,False
ATT0018990,2025-04-24,SCH0145,5,175,113,0,HEADMASTER,False,64.57142857142857,False
ATT0008056,2025-08-30,SCH0600,4,209,163,0,,False,77.99043062200957,False
ATT0005524,2025-07-06,SCH0598,1,185,185,1,HEADMASTER,False,100.0,True
ATT0017327,2025-06-09,SCH0042,5,257,173,1,ADMIN,False,67.31517509727627,False
ATT0007506,2025-03-06,SCH0139,2,131,127,1,CLERK,False,96.94656488549617,False
ATT0014468,2025-11-11,SCH0490,6,221,165,,HM,False,74.6606334841629,False
ATT0008927,2025-12-13,SCH0566,2,102,69,1,,False,67.64705882352942,False
ATT0000157,2025-04-19,SCH0005,7,244,201,1,HM,False,82.37704918032787,False
ATT0003505,2026-01-28,SCH0489,3,196,123,1,,False,62.755102040816325,False
ATT0003086,2025-05-20,SCH0501,6,193,134,1,,False,69.43005181347151,False
ATT0019602,2025-05-24,SCH0423,6,90,59,1,ADMIN,False,65.55555555555556,False
ATT0001553,2025-04-20,SCH0177,1,168,106,1,HEADMASTER,False,63.095238095238095,False
ATT0013394,2025-07-31,SCH0541,4,237,175,1,CLASS TEACHER,False,73.83966244725738,False
ATT0015558,2025-10-22,SCH0252,5,241,197,1,CLASS TEACHER,False,81.74273858921161,False
ATT0002149,2025-06-30,SCH0180,7,217,135,1,CLERK,False,62.21198156682027,False
ATT0011988,2025-06-16,SCH0080,4,168,111,1,ADMIN,False,66.07142857142857,False
ATT0000496,2025-06-05,SCH0132,3,122,140,1,,True,114.75409836065573,False
ATT0017942,2025-06-16,SCH0439,1,51,42,1,ADMIN,False,82.35294117647058,False
ATT0002322,2025-04-08,SCH0568,4,104,79,1,ADMIN,False,75.96153846153845,False
ATT0000913,2025-08-16,SCH0224,2,153,142,1,,False,92.81045751633987,False
ATT0016039,2025-12-28,SCH0268,6,220,199,1,,False,90.45454545454545,False
