assessment_id,date,school_id,grade,subject,grading_scale,avg_score,max_marks,total_students_assessed,score_100
TST000491,2025-12-02,SCH0522,6,Punjabi,Percentage,93.1%,100,133,93.1
TST006285,2025-09-10,SCH0214,8,Mathematics,CGPA,9.4,10,125,94.0
TST004492,2026-01-22,SCH0429,6,Mathematics,Raw Marks,31.6/50,50,94,63.2
TST005420,2025-06-02,SCH0319,4,Hindi,Letter Grade,B,NA,91,80.0
TST006825,2025-04-15,SCH0585,5,English,CGPA,6.6,10,82,66.0
TST006713,2026-03-22,SCH0065,6,English,Letter Grade,B,NA,28,80.0
TST003435,2025-08-26,SCH0510,4,Hindi,%,76.4%,100,105,76.4
TST001137,2026-03-07,SCH0464,5,Mathematics,Raw Marks,17.2/25,25,149,68.8
TST007355,2025-05-27,SCH0578,6,Science,Raw Marks,44.5/50,50,140,89.0
TST001716,2025-08-22,SCH0265,7,Mathematics,%,43.2%,100,56,43.2
TST005444,2026-02-14,SCH0351,8,Mathematics,pct,60.5%,100,149,60.5
TST004716,2025-04-24,SCH0450,4,Hindi,Raw Marks,88.6/100,100,88,88.6
TST006002,2025-11-15,SCH0137,8,Hindi,CGPA,4.9,10,133,49.0
TST006192,2026-02-21,SCH0589,6,Science,%,70.4%,100,117,70.4
TST000582,2025-09-16,SCH0417,6,Mathematics,Raw Marks,91.8/100,100,95,91.8
TST007523,2025-12-01,SCH0581,5,Hindi,Letter Grade,B,NA,148,80.0
TST004919,2026-06-02,SCH0236,3,Science,Letter Grade,B,NA,149,80.0
TST005146,2025-09-11,SCH0377,4,English,Letter Grade,C,NA,127,70.0
TST006001,2025-09-30,SCH0028,7,English,Raw Marks,26.3/50,50,102,52.6
TST003897,2025-11-27,SCH0440,4,Mathematics,Letter Grade,D,NA,95,60.0
TST003654,2025-04-13,SCH0186,7,Mathematics,Raw Marks,82.8/100,100,135,82.8
TST003033,2025-10-26,SCH0138,8,Mathematics,%,84.2%,100,103,84.2
TST002310,2025-08-19,SCH0294,3,Mathematics,Raw Marks,27.9/50,50,42,55.8
TST004190,2025-10-09,SCH0594,6,Hindi,%,86.6%,100,122,86.6
TST002934,2025-07-26,SCH0051,3,Punjabi,Raw Marks,10.2/25,25,110,40.8
TST003825,2026-02-22,SCH0456,7,Hindi,Raw Marks,22.1/50,50,40,44.2
TST003243,2025-08-17,SCH0453,5,English,CGPA,4.5,10,110,45.0
TST000048,2025-10-13,SCH0567,6,Mathematics,Percentage,72.5%,100,130,72.5
TST003617,2025-12-10,SCH0324,3,English,%,86.8%,100,89,86.8
TST005430,2025-07-12,SCH0347,5,Mathematics,Raw Marks,18.9/25,25,110,75.6
TST001282,2026-02-09,SCH0333,7,EVS,Letter Grade,C,NA,29,70.0
TST002613,2025-08-23,SCH0125,5,Hindi,%,85.3%,100,89,85.3
TST001169,2025-05-25,SCH0222,4,Mathematics,Raw Marks,17.3/25,25,55,69.2
TST005594,2026-03-29,SCH0421,5,Mathematics,Letter Grade,A,NA,52,90.0
TST003672,2025-12-16,SCH0525,6,Mathematics,pct,80.4%,100,94,80.4
TST005800,2026-03-28,SCH0282,8,English,CGPA,7.7,10,75,77.0
TST006591,2025-11-24,SCH0575,4,Mathematics,CGPA,7.5,10,115,75.0
TST006358,2026-02-13,SCH0064,3,Mathematics,Raw Marks,85.8/100,100,133,85.8
TST002725,2025-07-29,SCH0328,3,English,Letter Grade,D,NA,105,60.0
TST007019,2025-07-11,SCH0525,7,Science,%,59.2%,100,76,59.2
TST007753,2025-04-11,SCH0482,3,Mathematics,CGPA,5.8,10,102,58.0
TST007092,2025-06-29,SCH0072,4,English,CGPA,5.8,10,22,58.0
TST000169,2025-09-05,SCH0539,7,Punjabi,%,49.4%,100,137,49.4
TST002681,2025-04-25,SCH0120,7,Mathematics,CGPA,4.5,10,94,45.0
TST007496,2025-12-17,SCH0136,3,English,CGPA,5.0,10,32,50.0
TST001448,2025-09-25,SCH0569,7,Science,Letter Grade,A+,NA,112,95.0
TST006426,2025-08-06,SCH0090,3,Punjabi,Raw Marks,19.1/25,25,142,76.4
TST006702,2025-04-12,SCH0435,3,Mathematics,Percentage,57.0%,100,141,57.0
TST003100,2025-09-17,SCH0097,3,English,Letter Grade,C,NA,94,70.0
TST004267,2025-12-30,SCH0474,7,English,Raw Marks,14.8/25,25,140,59.20000000000001
TST004897,2025-05-05,SCH0178,6,Mathematics,Letter Grade,D,NA,112,60.0
TST005195,2025-07-04,SCH0599,5,Science,%,41.7%,100,107,41.7
TST003584,2026-01-14,SCH0239,6,Mathematics,%,43.5%,100,131,43.5
TST003022,2025-12-20,SCH0006,8,EVS,Raw Marks,40.5/100,100,37,40.5
TST002951,2025-10-20,SCH0086,5,English,%,62.8%,100,57,62.8
TST006104,2025-12-22,SCH0179,5,Mathematics,pct,76.5%,100,42,76.5
TST001712,2026-01-31,SCH0528,3,Mathematics,Letter Grade,D,NA,106,60.0
TST000467,2025-12-16,SCH0204,6,Mathematics,CGPA,4.5,10,66,45.0
TST000134,2025-06-11,SCH0120,3,Mathematics,Raw Marks,84.3/100,100,32,84.3
TST007008,2026-03-20,SCH0044,5,Mathematics,CGPA,9.0,10,80,90.0
TST001913,2025-06-20,SCH0289,7,Punjabi,Raw Marks,22.9/50,50,66,45.8
TST001012,2025-09-06,SCH0530,8,Hindi,CGPA,5.3,10,138,53.0
TST003399,2025-10-27,SCH0077,4,Mathematics,Letter Grade,D,NA,29,60.0
TST004514,2026-01-04,SCH0207,6,Hindi,Letter Grade,C,NA,68,70.0
TST007198,2025-10-19,SCH0067,3,Science,Letter Grade,D,NA,74,60.0
TST001936,2025-09-27,SCH0380,5,Hindi,Raw Marks,18.9/25,25,68,75.6
TST000758,2025-10-19,SCH0333,4,Mathematics,Letter Grade,D,NA,22,60.0
TST000919,2025-07-12,SCH0355,4,English,Letter Grade,D,NA,148,60.0
TST001542,2025-09-08,SCH0346,4,Hindi,Letter Grade,B,NA,130,80.0
TST002886,2025-06-12,SCH0395,7,Hindi,Percentage,72.4%,100,53,72.4
TST006995,2025-07-26,SCH0066,5,Mathematics,Raw Marks,10.3/25,25,38,41.2
TST004175,2026-02-24,SCH0249,4,Science,%,75.3%,100,105,75.3
TST005656,2025-07-15,SCH0048,6,Punjabi,Letter Grade,D,NA,85,60.0
TST004274,2025-06-16,SCH0540,5,Science,CGPA,5.6,10,136,56.0
TST003775,2025-06-22,SCH0385,7,Science,%,56.5%,100,117,56.5
TST005759,2025-04-21,SCH0207,8,English,CGPA,9.0,10,67,90.0
TST004826,2025-07-23,SCH0126,5,Mathematics,Letter Grade,C,NA,80,70.0
TST004016,2026-03-21,SCH0357,3,English,%,90.8%,100,86,90.8
TST007476,2025-09-20,SCH0437,7,EVS,%,41.9%,100,138,41.9
TST001869,2025-12-03,SCH0111,5,Mathematics,pct,50.2%,100,137,50.2
TST005504,2026-03-03,SCH0356,4,Mathematics,Letter Grade,E,NA,52,50.0
TST001488,2025-05-11,SCH0030,8,Science,CGPA,4.1,10,122,41.0
TST007731,2025-08-25,SCH0342,3,EVS,pct,59.9%,100,115,59.9
TST000589,2026-03-22,SCH0435,7,Mathematics,CGPA,7.0,10,70,70.0
TST003939,2026-01-26,SCH0179,3,English,Letter Grade,D,NA,58,60.0
TST000587,2025-09-23,SCH0120,5,Punjabi,Raw Marks,22.9/50,50,123,45.8
TST004110,2025-04-19,SCH0207,5,EVS,Raw Marks,29.0/50,50,65,57.99999999999999
TST000273,2026-03-28,SCH0049,4,Punjabi,CGPA,5.2,10,82,52.0
TST006140,2025-11-28,SCH0220,4,Science,Raw Marks,32.2/50,50,98,64.4
TST005456,2025-07-18,SCH0301,3,Mathematics,Letter Grade,C,NA,131,70.0
TST005205,2025-11-28,SCH0434,6,Science,Raw Marks,74.0/100,100,69,74.0
TST000051,2025-04-15,SCH0391,8,English,Letter Grade,B,NA,93,80.0
TST004573,2025-05-10,SCH0265,4,Hindi,Percentage,41.3%,100,44,41.3
TST005637,2026-02-22,SCH0223,3,Hindi,%,48.1%,100,30,48.1
TST001845,2025-09-22,SCH0161,3,Hindi,Letter Grade,E,NA,30,50.0
TST006924,2025-11-02,SCH0521,3,Mathematics,Percentage,91.6%,100,121,91.6
TST001553,2025-04-18,SCH0090,3,Punjabi,%,85.5%,100,71,85.5
TST002125,2025-07-25,SCH0371,5,Mathematics,CGPA,7.8,10,24,78.0
TST000164,2025-09-01,SCH0547,4,EVS,%,54.0%,100,40,54.0
TST006533,2025-12-31,SCH0365,5,English,pct,60.0%,100,133,60.0
TST006153,2025-10-31,SCH0572,5,Mathematics,CGPA,9.3,10,48,93.0
TST007595,2026-03-15,SCH0191,8,Punjabi,CGPA,5.0,10,133,50.0
TST005199,2025-05-21,SCH0361,3,Mathematics,Raw Marks,38.5/50,50,133,77.0
TST007244,2026-03-19,SCH0501,8,Hindi,Letter Grade,A,NA,78,90.0
TST002662,2025-12-21,SCH0228,8,Mathematics,Raw Marks,39.0/50,50,54,78.0
TST005579,2026-01-20,SCH0272,5,Mathematics,Letter Grade,C,NA,87,70.0
TST000326,2026-01-23,SCH0086,6,Science,Letter Grade,E,NA,132,50.0
TST004815,2025-08-21,SCH0230,4,Mathematics,Percentage,59.3%,100,81,59.3
TST006092,2025-05-29,SCH0162,5,Hindi,Letter Grade,B,NA,150,80.0
TST007240,2026-09-03,SCH0561,3,English,Percentage,69.6%,100,91,69.6
TST005500,2025-11-08,SCH0196,5,Mathematics,Letter Grade,E,NA,25,50.0
TST002277,2025-04-15,SCH0310,7,Mathematics,Letter Grade,B,NA,97,80.0
TST005272,2025-05-13,SCH0534,8,Science,Letter Grade,B,NA,37,80.0
TST000096,2025-09-28,SCH0180,8,Science,pct,47.7%,100,110,47.7
TST006262,2025-06-17,SCH0180,5,Hindi,Raw Marks,42.1/50,50,114,84.2
TST007276,2025-06-25,SCH0395,6,Mathematics,Percentage,41.7%,100,103,41.7
TST000488,2025-08-22,SCH0344,7,Punjabi,Letter Grade,B,NA,121,80.0
TST000513,2026-03-04,SCH0564,7,Hindi,Raw Marks,86.4/100,100,69,86.4
TST003686,2025-06-16,SCH0073,7,Mathematics,pct,42.7%,100,122,42.7
TST007636,2025-07-29,SCH0503,8,Mathematics,%,82.3%,100,114,82.3
TST000823,2025-04-06,SCH0282,3,EVS,%,54.1%,100,58,54.1
TST007003,2025-11-30,SCH0252,7,Science,%,87.4%,100,112,87.4
TST003079,2026-03-29,SCH0547,7,Mathematics,pct,91.3%,100,137,91.3
TST002381,2025-12-25,SCH0161,8,Mathematics,pct,75.7%,100,90,75.7
TST005712,2025-04-21,SCH0090,3,Mathematics,%,80.9%,100,24,80.9
TST000907,2026-03-14,SCH0363,6,Mathematics,CGPA,4.2,10,120,42.0
TST006218,2025-11-03,SCH0207,3,Punjabi,Letter Grade,E,NA,142,50.0
TST003863,2025-06-16,SCH0088,7,English,Raw Marks,42.4/50,50,45,84.8
TST005669,2025-03-04,SCH0066,5,English,%,63.9%,100,146,63.9
TST001973,2025-08-19,SCH0116,7,Hindi,CGPA,8.3,10,76,83.0
TST004205,2025-10-21,SCH0081,5,Mathematics,%,61.6%,100,149,61.6
TST005651,2025-06-04,SCH0561,6,Hindi,Letter Grade,B,NA,27,80.0
TST006729,2025-11-29,SCH0588,5,EVS,CGPA,5.0,10,42,50.0
TST006268,2026-02-14,SCH0013,4,EVS,Percentage,50.6%,100,129,50.6
TST002965,2025-05-11,SCH0164,7,Science,Percentage,79.0%,100,137,79.0
TST007811,2026-01-20,SCH0403,3,Mathematics,Raw Marks,46.1/100,100,71,46.1
TST003873,2026-02-15,SCH0573,5,Science,CGPA,5.8,10,98,58.0
TST005007,2026-02-15,SCH0255,6,Mathematics,CGPA,5.4,10,83,54.0
TST004579,2026-10-02,SCH0469,3,Punjabi,CGPA,7.3,10,28,73.0
TST002643,2025-10-14,SCH0201,5,Hindi,Percentage,73.5%,100,144,73.5
TST001856,2026-01-02,SCH0176,7,Mathematics,%,75.5%,100,48,75.5
TST005613,2025-07-19,SCH0599,7,Mathematics,Raw Marks,14.2/25,25,31,56.8
TST003853,2025-07-25,SCH0300,4,Mathematics,Raw Marks,10.9/25,25,55,43.6
TST003286,2025-12-23,SCH0219,5,English,%,46.2%,100,67,46.2
TST002344,2025-06-21,SCH0520,7,Hindi,Letter Grade,B,NA,101,80.0
TST006772,2026-01-27,SCH0529,6,Punjabi,pct,75.4%,100,129,75.4
TST000753,2025-12-15,SCH0114,8,Mathematics,%,77.7%,100,131,77.7
TST006281,2025-06-01,SCH0192,6,Science,Raw Marks,34.2/50,50,146,68.4
TST002880,2025-05-28,SCH0451,7,Punjabi,Percentage,54.8%,100,24,54.8
TST004081,2025-10-04,SCH0155,7,Hindi,Letter Grade,B,NA,43,80.0
TST005064,2025-08-31,SCH0074,8,Hindi,Letter Grade,B,NA,51,80.0
TST005635,2025-09-23,SCH0519,3,Mathematics,Raw Marks,42.5/100,100,113,42.5
TST004771,2026-01-22,SCH0064,7,EVS,Percentage,63.6%,100,110,63.6
TST004055,2025-06-17,SCH0568,8,EVS,Letter Grade,C,NA,23,70.0
TST005614,2025-05-11,SCH0225,4,Hindi,Letter Grade,B,NA,33,80.0
TST003820,2025-12-19,SCH0231,7,Science,pct,46.6%,100,121,46.6
TST005490,2025-06-27,SCH0228,3,Hindi,CGPA,7.4,10,139,74.0
TST000168,2026-01-09,SCH0363,3,Mathematics,Percentage,85.2%,100,119,85.2
TST006349,2026-01-20,SCH0119,3,Mathematics,Raw Marks,16.0/25,25,83,64.0
TST002225,2025-06-06,SCH0573,4,Punjabi,Letter Grade,A+,NA,73,95.0
TST003207,2025-08-05,SCH0149,8,Hindi,Raw Marks,78.5/100,100,123,78.5
TST003557,2025-05-28,SCH0209,7,Mathematics,CGPA,5.9,10,45,59.0
TST002871,2025-10-25,SCH0581,3,Mathematics,Raw Marks,15.5/25,25,88,62.0
TST004351,2025-06-13,SCH0223,6,Mathematics,pct,78.8%,100,41,78.8
TST003841,2025-12-17,SCH0557,6,English,Letter Grade,D,NA,149,60.0
TST003868,2025-05-24,SCH0331,8,Punjabi,CGPA,7.0,10,110,70.0
TST004563,2025-06-05,SCH0154,7,Punjabi,Raw Marks,23.4/50,50,46,46.8
TST004627,2025-04-19,SCH0476,5,EVS,%,94.2%,100,128,94.2
TST005626,2025-04-22,SCH0024,6,Mathematics,Raw Marks,44.4/50,50,49,88.8
TST003223,2025-08-30,SCH0599,4,EVS,%,81.2%,100,109,81.2
TST006716,2026-03-21,SCH0554,7,Mathematics,Raw Marks,19.8/25,25,60,79.2
TST006857,2025-05-28,SCH0408,7,Science,Letter Grade,D,NA,26,60.0
TST000300,2025-03-09,SCH0390,8,Mathematics,Letter Grade,E,NA,20,50.0
TST002223,2026-01-14,SCH0140,8,EVS,CGPA,7.6,10,45,76.0
TST007810,2026-03-29,SCH0543,4,Mathematics,pct,61.7%,100,118,61.7
TST006319,2025-12-26,SCH0342,4,Science,Letter Grade,B,NA,75,80.0
TST002670,2025-05-18,SCH0014,5,Punjabi,CGPA,8.8,10,102,88.0
TST001422,2025-12-27,SCH0130,3,Punjabi,Letter Grade,C,NA,104,70.0
TST002273,2026-01-21,SCH0195,3,English,Percentage,55.4%,100,99,55.4
TST005876,2025-07-11,SCH0591,3,Mathematics,%,40.3%,100,81,40.3
TST005377,2025-09-15,SCH0203,7,Science,Raw Marks,88.3/100,100,107,88.3
TST001500,2026-02-01,SCH0174,7,Science,pct,56.4%,100,94,56.4
TST003101,2025-09-25,SCH0358,4,Mathematics,Raw Marks,13.8/25,25,30,55.2
TST007552,2025-10-01,SCH0587,4,Hindi,Raw Marks,22.5/25,25,22,90.0
TST003032,2025-11-25,SCH0422,3,Punjabi,Raw Marks,14.5/25,25,78,57.99999999999999
TST006341,2025-11-13,SCH0441,7,Punjabi,%,49.1%,100,22,49.1
TST006832,2026-02-12,SCH0054,5,English,Letter Grade,B,NA,67,80.0
TST004550,2025-05-06,SCH0370,5,Punjabi,CGPA,4.5,10,65,45.0
TST005337,2026-03-08,SCH0263,5,Mathematics,Letter Grade,D,NA,82,60.0
TST004524,2025-12-01,SCH0050,8,Science,Letter Grade,E,NA,26,50.0
TST002217,2025-08-29,SCH0567,7,Mathematics,Letter Grade,A,NA,42,90.0
TST002542,2025-11-08,SCH0383,5,EVS,Letter Grade,D,NA,108,60.0
TST001548,2025-05-31,SCH0353,8,English,Raw Marks,47.5/50,50,104,95.0
TST000854,2025-02-05,SCH0415,8,Punjabi,CGPA,5.8,10,45,58.0
TST006085,2025-07-16,SCH0545,5,Science,Raw Marks,21.1/50,50,114,42.2
TST003752,2025-12-07,SCH0463,5,Science,%,93.3%,100,68,93.3
TST001540,2025-02-06,SCH0514,7,Science,CGPA,5.3,10,96,53.0
TST002317,2025-09-26,SCH0400,5,English,CGPA,6.7,10,54,67.0
TST002046,2025-05-22,SCH0282,6,Mathematics,Percentage,45.5%,100,98,45.5
TST000821,2025-04-02,SCH0552,8,Science,Percentage,58.1%,100,82,58.1
TST000254,2025-09-23,SCH0386,8,Science,Raw Marks,40.1/50,50,40,80.2
TST001436,2025-08-07,SCH0147,8,Mathematics,Percentage,51.1%,100,137,51.1
TST000407,2025-07-24,SCH0357,5,Science,CGPA,4.7,10,55,47.0
TST004390,2025-08-05,SCH0249,7,EVS,Percentage,49.1%,100,71,49.1
TST007402,2025-08-24,SCH0485,8,English,Letter Grade,D,NA,119,60.0
TST002900,2025-09-26,SCH0592,8,Hindi,pct,62.7%,100,22,62.7
TST006961,2026-01-13,SCH0208,7,English,Letter Grade,B,NA,23,80.0
TST007211,2025-07-12,SCH0596,6,Punjabi,Percentage,85.3%,100,59,85.3
TST005619,2026-10-02,SCH0455,7,Science,%,93.4%,100,148,93.4
TST004772,2026-02-13,SCH0408,5,Mathematics,Raw Marks,40.2/100,100,49,40.2
TST004206,2025-05-03,SCH0162,7,English,Letter Grade,C,NA,79,70.0
TST001186,2025-12-17,SCH0094,7,English,Raw Marks,64.2/100,100,61,64.2
TST007502,2025-09-09,SCH0576,6,EVS,%,81.8%,100,22,81.8
TST003512,2025-12-25,SCH0308,4,EVS,Raw Marks,24.2/50,50,99,48.4
TST002789,2025-04-05,SCH0348,8,Mathematics,Letter Grade,B,NA,48,80.0
TST004599,2026-02-27,SCH0543,3,Punjabi,Raw Marks,18.7/25,25,37,74.8
TST004478,2025-10-05,SCH0435,8,Punjabi,pct,76.5%,100,129,76.5
TST007527,2025-06-14,SCH0266,7,Punjabi,Raw Marks,16.6/25,25,42,66.4
TST007551,2025-09-13,SCH0463,4,Mathematics,Letter Grade,B,NA,69,80.0
TST005609,2025-06-15,SCH0505,7,Mathematics,Raw Marks,69.7/100,100,80,69.7
TST002375,2025-09-14,SCH0566,8,Mathematics,%,66.1%,100,41,66.1
TST001114,2025-12-09,SCH0416,3,Science,CGPA,7.9,10,52,79.0
TST002212,2026-01-14,SCH0558,7,Punjabi,Percentage,70.3%,100,131,70.3
TST004813,2025-11-14,SCH0463,5,Science,Raw Marks,27.7/50,50,76,55.39999999999999
TST001271,2025-10-18,SCH0184,6,Science,Percentage,42.7%,100,97,42.7
TST001628,2025-04-12,SCH0348,5,Punjabi,CGPA,6.5,10,71,65.0
TST001244,2025-08-20,SCH0420,6,Science,CGPA,6.8,10,132,68.0
TST000420,2025-04-03,SCH0162,7,Punjabi,CGPA,8.4,10,53,84.0
TST000011,2026-02-14,SCH0086,8,Hindi,Percentage,94.3%,100,43,94.3
TST002786,2025-12-20,SCH0557,6,Punjabi,Percentage,94.8%,100,36,94.8
TST004637,2025-07-14,SCH0166,3,Punjabi,CGPA,6.7,10,77,67.0
TST000750,2025-06-13,SCH0098,5,Mathematics,%,57.0%,100,68,57.0
TST000924,2026-03-16,SCH0104,4,Mathematics,Raw Marks,29.7/50,50,137,59.4
TST005976,2025-06-08,SCH0162,4,Mathematics,%,66.2%,100,74,66.2
TST004934,2025-07-28,SCH0549,4,Mathematics,%,72.9%,100,81,72.9
TST003199,2026-01-13,SCH0218,7,EVS,Raw Marks,11.9/25,25,97,47.6
TST001519,2025-10-25,SCH0465,8,Science,Raw Marks,86.1/100,100,67,86.1
TST002516,2025-07-03,SCH0458,5,Punjabi,Letter Grade,A+,NA,30,95.0
TST000369,2025-08-02,SCH0354,5,Punjabi,CGPA,6.1,10,114,61.0
TST006249,2025-04-04,SCH0357,6,English,CGPA,9.1,10,82,91.0
TST007503,2026-03-14,SCH0081,8,Mathematics,CGPA,5.1,10,20,51.0
TST007301,2025-08-07,SCH0590,6,English,CGPA,9.3,10,54,93.0
TST001332,2026-01-20,SCH0377,3,Mathematics,Letter Grade,D,NA,75,60.0
TST007832,2026-01-25,SCH0357,7,Hindi,pct,73.9%,100,24,73.9
TST001516,2025-09-04,SCH0066,6,Science,Percentage,73.3%,100,108,73.3
TST004373,2025-01-04,SCH0525,4,Science,Letter Grade,C,NA,94,70.0
TST002377,2026-03-18,SCH0599,6,Science,CGPA,5.8,10,54,58.0
TST001788,2026-02-20,SCH0107,8,EVS,%,49.5%,100,107,49.5
TST003407,2026-02-09,SCH0081,7,Hindi,Letter Grade,C,NA,102,70.0
TST003064,2025-11-15,SCH0426,5,Mathematics,CGPA,7.1,10,27,71.0
TST007883,2025-06-23,SCH0237,5,EVS,Letter Grade,D,NA,29,60.0
TST007596,2026-01-03,SCH0281,4,English,CGPA,5.6,10,146,56.0
TST002144,2025-05-21,SCH0003,3,Mathematics,Letter Grade,B,NA,117,80.0
TST002254,2026-03-15,SCH0536,5,Mathematics,CGPA,4.1,10,32,41.0
TST003554,2026-01-22,SCH0467,3,Science,CGPA,4.3,10,74,43.0
TST005498,2025-09-04,SCH0522,3,Punjabi,Raw Marks,42.1/50,50,23,84.2
TST003374,2025-07-23,SCH0078,3,English,%,78.8%,100,109,78.8
TST005259,2026-02-11,SCH0058,3,Mathematics,pct,92.9%,100,45,92.9
TST004129,2025-05-27,SCH0255,8,Hindi,Raw Marks,12.0/25,25,24,48.0
TST001828,2025-09-20,SCH0221,4,English,%,58.1%,100,114,58.1
TST004581,2026-03-29,SCH0241,6,English,CGPA,8.5,10,47,85.0
TST002397,2025-06-16,SCH0306,6,Mathematics,Letter Grade,B,NA,114,80.0
TST006935,2025-06-20,SCH0175,7,Hindi,Letter Grade,D,NA,103,60.0
TST005670,2025-11-29,SCH0178,6,Mathematics,Raw Marks,47.2/100,100,150,47.2
TST000331,2026-01-30,SCH0133,3,Mathematics,Raw Marks,16.7/25,25,23,66.8
TST000285,2025-11-15,SCH0081,7,Mathematics,Letter Grade,D,NA,24,60.0
TST004789,2025-08-17,SCH0567,4,Science,Raw Marks,41.0/50,50,27,82.0
TST001149,2025-05-07,SCH0329,8,Mathematics,Raw Marks,10.4/25,25,100,41.6
TST005912,2025-02-06,SCH0576,6,Science,CGPA,8.6,10,91,86.0
TST000535,2025-09-25,SCH0267,4,English,Letter Grade,C,NA,135,70.0
TST004749,2025-05-07,SCH0323,3,Hindi,Raw Marks,21.8/50,50,35,43.6
TST001779,2025-04-28,SCH0254,6,Mathematics,pct,49.8%,100,123,49.8
TST004867,2026-01-31,SCH0131,8,Hindi,Letter Grade,C,NA,51,70.0
TST004626,2025-07-05,SCH0187,3,Hindi,Percentage,68.2%,100,21,68.2
TST000200,2025-08-30,SCH0469,5,Mathematics,Letter Grade,B,NA,105,80.0
TST002116,2025-10-12,SCH0469,5,Hindi,Raw Marks,21.4/25,25,101,85.6
TST001110,2026-02-05,SCH0340,3,English,Percentage,56.2%,100,23,56.2
TST000311,2025-06-29,SCH0390,6,Mathematics,Raw Marks,13.3/25,25,55,53.2
TST001686,2025-06-19,SCH0290,3,Science,pct,51.7%,100,112,51.7
TST006859,2025-08-11,SCH0254,3,English,Raw Marks,24.6/50,50,145,49.2
TST004622,2025-11-18,SCH0440,5,English,pct,60.8%,100,135,60.8
TST000223,2025-10-19,SCH0233,5,Science,CGPA,5.5,10,66,55.0
TST005339,2025-12-24,SCH0083,3,EVS,%,74.1%,100,100,74.1
TST002435,2025-10-24,SCH0391,5,Punjabi,pct,54.3%,100,31,54.3
TST000159,2025-10-06,SCH0559,7,Mathematics,CGPA,7.3,10,141,73.0
TST000324,2026-03-23,SCH0521,3,EVS,Percentage,73.2%,100,138,73.2
TST000586,2026-01-18,SCH0369,4,Hindi,CGPA,4.6,10,137,46.0
TST005369,2025-06-30,SCH0318,4,Mathematics,%,71.1%,100,147,71.1
TST003937,2026-02-13,SCH0179,6,Science,CGPA,4.0,10,139,40.0
TST006775,2026-01-13,SCH0116,7,Science,%,77.3%,100,75,77.3
TST004203,2025-10-29,SCH0563,4,Punjabi,Raw Marks,17.6/25,25,118,70.4
TST002732,2025-08-10,SCH0043,6,Mathematics,%,56.9%,100,65,56.9
TST006147,2025-08-14,SCH0474,4,Mathematics,%,71.7%,100,106,71.7
TST000307,2025-04-09,SCH0438,8,Science,Letter Grade,B,NA,45,80.0
TST006389,2025-05-02,SCH0555,6,Mathematics,pct,40.6%,100,90,40.6
TST005032,2025-11-13,SCH0001,4,Science,Letter Grade,D,NA,148,60.0
TST006908,2025-06-17,SCH0553,7,English,%,83.0%,100,31,83.0
TST006237,2025-08-09,SCH0291,8,Hindi,CGPA,8.5,10,93,85.0
TST000944,2025-05-21,SCH0501,4,Science,CGPA,7.2,10,20,72.0
TST005012,2025-01-04,SCH0409,4,EVS,%,46.2%,100,123,46.2
TST004795,2025-07-17,SCH0183,5,English,%,71.6%,100,93,71.6
TST003761,2025-12-07,SCH0314,6,Mathematics,Letter Grade,D,NA,25,60.0
TST003938,2026-12-03,SCH0399,3,Hindi,Letter Grade,D,NA,52,60.0
TST007470,2025-09-21,SCH0062,4,Mathematics,Letter Grade,C,NA,93,70.0
TST003380,2026-07-03,SCH0169,5,Science,Letter Grade,E,NA,119,50.0
TST000005,2026-02-19,SCH0308,8,Hindi,Letter Grade,D,NA,123,60.0
TST004017,2025-10-20,SCH0030,3,EVS,CGPA,5.8,10,33,58.0
TST001891,2025-01-05,SCH0278,6,Mathematics,Letter Grade,C,NA,48,70.0
TST005570,2025-07-16,SCH0340,5,English,pct,74.3%,100,73,74.3
TST004886,2025-07-21,SCH0243,3,Mathematics,CGPA,7.0,10,61,70.0
TST001393,2025-09-04,SCH0502,5,Punjabi,Percentage,52.7%,100,40,52.7
TST001193,2025-12-09,SCH0527,8,Science,Raw Marks,19.9/25,25,61,79.6
TST005904,2025-04-21,SCH0596,7,EVS,Raw Marks,20.9/50,50,137,41.8
TST006446,2025-08-02,SCH0500,8,Mathematics,%,81.5%,100,72,81.5
TST007005,2025-04-23,SCH0136,8,EVS,Percentage,62.1%,100,102,62.1
TST006445,2025-06-14,SCH0295,3,Punjabi,CGPA,7.2,10,137,72.0
TST000875,2026-02-23,SCH0042,5,English,Percentage,72.1%,100,110,72.1
TST002499,2025-04-07,SCH0473,3,Science,Raw Marks,23.7/25,25,46,94.8
TST006468,2026-02-10,SCH0599,5,EVS,Letter Grade,D,NA,127,60.0
TST004428,2025-06-18,SCH0368,5,English,pct,59.8%,100,90,59.8
TST006662,2025-09-13,SCH0053,7,EVS,Letter Grade,C,NA,129,70.0
TST003641,2025-11-07,SCH0010,6,English,Letter Grade,C,NA,107,70.0
TST007083,2025-08-21,SCH0535,7,Hindi,Letter Grade,B,NA,148,80.0
TST002129,2025-06-07,SCH0165,4,Punjabi,%,59.7%,100,90,59.7
TST003966,2025-05-20,SCH0396,3,EVS,Raw Marks,55.1/100,100,97,55.1
TST006558,2025-07-16,SCH0044,7,EVS,CGPA,5.5,10,28,55.0
TST005850,2025-05-14,SCH0352,3,Punjabi,Raw Marks,23.1/50,50,33,46.2
TST006465,2026-01-06,SCH0532,3,English,Letter Grade,C,NA,41,70.0
